-0.224059034203648,-0.267906185033266,0,0,-0.129611251956734,-0.190570168254467
-0.19605079500037,-0.367327674309534,0.0281135510076388,0,-0.198942227372943,-0.422960893904429
-0.224497397711448,-0.381278026668838,0,0.346958481840556,0,-0.272879491493822
-0.435792147542128,0,0.725766877654563,0.0475361634922308,-0.0117812068058831,-0.020939273648718
-0.418213416375924,0,0.684596749862995,0.0112554252527482,0,-0.0038063168612222
-0.191108762909984,-0.229441905079802,0.0411952676084708,0,-0.207578907637372,-0.456030978794154
-0.194153445134999,-0.282365453768601,0.0432608302660174,0,-0.302916532940055,-0.505251705733017
-0.216678412951716,-0.189106659931695,0.00452551594753726,0,-0.169815094073377,-0.415411811800201
-0.236511524209517,-0.453338288466006,0,0,-0.525853314526803,0
-0.230890755471273,-0.382219139797718,0,0.400620328859336,0,-0.18215896085825
-0.251426180957426,-0.35767325215107,0,0.492768610605661,0,-0.20218440820686
-0.329096678994956,0,0.0145026833062791,0.613082539987143,-0.659345822530728,0
-0.306935907146165,-0.0158532661098648,0,0.313122481005491,-0.261803169601234,0
